travelers,Cost,international,destination,flights,Origin,Date,destination_code,Origin_code
42795,2596,['0'],SEA,368,SFO,2012-08,191,193
33547,1868,['0'],DEN,1045,SFO,2012-08,58,193
30163,1741,['1'],LON,2441,SFO,2012-08,106,193
25673,1306,['0'],DFW,748,SFO,2012-08,59,193
25091,1532,['0'],ATL,803,SFO,2012-08,10,193
24992,1404,['0'],HNL,971,SFO,2012-08,89,193
23751,1249,['0'],SNA,172,SFO,2012-08,201,193
22157,1420,['0'],MSP,742,SFO,2012-08,128,193
20030,1087,['0'],PHL,1054,SFO,2012-08,156,193
19769,1108,['0'],PHX,1195,SFO,2012-08,157,193
18872,1111,['1'],PAR,1713,SFO,2012-08,150,193
18167,909,['1'],TYO,3630,SFO,2012-08,219,193
17161,897,['1'],HKG,732,SFO,2012-08,88,193
16931,1084,['0'],PDX,319,SFO,2012-08,152,193
16833,949,['1'],YVR,1486,SFO,2012-08,229,193
15797,883,['0'],HOU,711,SFO,2012-08,90,193
15637,1024,['1'],YTO,2520,SFO,2012-08,228,193
15205,909,['0'],DTT,926,SFO,2012-08,63,193
15178,1006,['1'],SEL,1023,SFO,2012-08,192,193
13366,675,['1'],FRA,1185,SFO,2012-08,75,193
12972,666,['0'],OGG,501,SFO,2012-08,139,193
12191,672,['0'],LGB,4,SFO,2012-08,102,193
11735,665,['0'],AUS,501,SFO,2012-08,12,193
11121,669,['0'],FLL,500,SFO,2012-08,71,193
10895,608,['0'],MIA,649,SFO,2012-08,118,193
10358,599,['0'],BWI,520,SFO,2012-08,40,193
10159,669,['0'],SLC,408,SFO,2012-08,200,193
9910,569,['1'],SJD,326,SFO,2012-08,197,193
9908,617,['0'],ORL,1393,SFO,2012-08,145,193
9108,484,['0'],CLT,794,SFO,2012-08,50,193
8945,551,['1'],TPE,1210,SFO,2012-08,217,193
8511,458,['1'],PVR,198,SFO,2012-08,171,193
8126,450,['1'],MNL,396,SFO,2012-08,123,193
7933,474,['0'],CLE,640,SFO,2012-08,48,193
7790,473,['0'],MKE,446,SFO,2012-08,121,193
7614,472,['1'],AMS,927,SFO,2012-08,8,193
7516,397,['0'],STL,760,SFO,2012-08,206,193
7464,433,['0'],RDU,697,SFO,2012-08,174,193
7128,368,['0'],PIT,701,SFO,2012-08,158,193
6795,446,['1'],CUN,564,SFO,2012-08,53,193
6623,398,['0'],MSY,1139,SFO,2012-08,129,193
6435,329,['1'],MEX,689,SFO,2012-08,116,193
6435,387,['0'],LIH,329,SFO,2012-08,103,193
132800,8076,['1'],DUB,1261,LON,2012-08,64,106
106809,6025,['1'],AMS,604,LON,2012-08,8,106
100823,6707,['1'],NYC,2103,LON,2012-08,137,106
98189,5364,['1'],PMI,775,LON,2012-08,160,106
98160,6128,['0'],EDI,772,LON,2012-08,68,106
89445,4652,['1'],AGP,535,LON,2012-08,4,106
86115,4913,['1'],BCN,355,LON,2012-08,14,106
85354,4563,['1'],MIL,602,LON,2012-08,119,106
75994,4585,['1'],ROM,467,LON,2012-08,179,106
75617,4085,['1'],MAD,295,LON,2012-08,108,106
73719,4240,['1'],FAO,509,LON,2012-08,69,106
72825,3654,['1'],GVA,195,LON,2012-08,82,106
68583,3472,['1'],ALC,439,LON,2012-08,6,106
66408,3721,['0'],BFS,417,LON,2012-08,19,106
65428,4265,['1'],DXB,454,LON,2012-08,66,106
63410,3425,['1'],NCE,337,LON,2012-08,135,106
57002,2904,['1'],PAR,502,LON,2012-08,150,106
55721,3623,['0'],GLA,268,LON,2012-08,79,106
55573,3449,['1'],STO,477,LON,2012-08,207,106
54897,3033,['1'],DLM,471,LON,2012-08,61,106
53772,2919,['1'],FRA,254,LON,2012-08,75,106
53547,3321,['1'],CPH,550,LON,2012-08,52,106
53469,3359,['1'],MUC,512,LON,2012-08,130,106
52681,3137,['1'],ZRH,341,LON,2012-08,231,106
51563,2897,['1'],IBZ,672,LON,2012-08,93,106
49975,2700,['1'],BER,581,LON,2012-08,16,106
46317,2460,['1'],LAX,2048,LON,2012-08,100,106
44965,2865,['1'],HKG,888,LON,2012-08,88,106
43445,2367,['1'],LIS,234,LON,2012-08,105,106
43408,2443,['1'],OSL,339,LON,2012-08,148,106
40068,2047,['1'],LCA,798,LON,2012-08,101,106
38404,1963,['1'],PSA,205,LON,2012-08,164,106
37942,2425,['1'],BUD,478,LON,2012-08,35,106
36789,2404,['1'],TCI,628,LON,2012-08,212,106
36717,2167,['1'],ORL,1096,LON,2012-08,145,106
35863,1845,['1'],MOW,762,LON,2012-08,124,106
35378,2276,['1'],ATH,391,LON,2012-08,9,106
35245,2312,['1'],YTO,1711,LON,2012-08,228,106
35224,1763,['1'],IST,411,LON,2012-08,95,106
34536,2009,['1'],DUS,184,LON,2012-08,65,106
34146,1981,['1'],VCE,393,LON,2012-08,221,106
33292,1879,['0'],ABZ,550,LON,2012-08,1,106
31665,1914,['1'],VIE,1197,LON,2012-08,222,106
31570,2080,['1'],PFO,396,LON,2012-08,153,106
31210,1595,['1'],MAH,223,LON,2012-08,109,106
31121,1874,['1'],SFO,2251,LON,2012-08,193,106
31093,2037,['1'],SIN,843,LON,2012-08,195,106
30986,1946,['1'],TLV,704,LON,2012-08,215,106
30977,1830,['1'],AYT,742,LON,2012-08,13,106
29557,1807,['1'],PRG,249,LON,2012-08,163,106
92656,4892,['0'],NCE,243,PAR,2012-08,135,150
78635,4403,['1'],BCN,336,PAR,2012-08,14,150
68754,4333,['1'],ROM,598,PAR,2012-08,179,150
67693,4282,['0'],TLS,187,PAR,2012-08,214,150
61634,3883,['1'],MAD,358,PAR,2012-08,108,150
58251,3049,['1'],LON,372,PAR,2012-08,106,150
54310,3059,['1'],NYC,2308,PAR,2012-08,137,150
51867,2967,['1'],LIS,561,PAR,2012-08,105,150
49815,3285,['1'],OPO,267,PAR,2012-08,142,150
49568,3093,['1'],ALG,269,PAR,2012-08,7,150
48948,2849,['1'],PTP,928,PAR,2012-08,166,150
42164,2159,['1'],MIL,363,PAR,2012-08,119,150
40790,2459,['1'],YMQ,940,PAR,2012-08,227,150
40726,2606,['1'],FDF,322,PAR,2012-08,70,150
37984,2101,['0'],AJA,113,PAR,2012-08,5,150
37696,2457,['0'],MRS,346,PAR,2012-08,126,150
37314,2156,['1'],TLV,1015,PAR,2012-08,215,150
37157,2105,['0'],BOD,89,PAR,2012-08,30,150
37133,1926,['1'],ATH,516,PAR,2012-08,9,150
34076,1803,['1'],BER,402,PAR,2012-08,16,150
32499,1887,['1'],VCE,299,PAR,2012-08,221,150
32114,2037,['1'],MOW,1072,PAR,2012-08,124,150
31063,1821,['1'],TUN,384,PAR,2012-08,218,150
30554,1882,['1'],TYO,1261,PAR,2012-08,219,150
30093,1690,['0'],BIA,36,PAR,2012-08,23,150
29891,1737,['1'],RAK,242,PAR,2012-08,172,150
29397,1598,['1'],CAS,179,PAR,2012-08,43,150
26080,1343,['1'],LAX,2163,PAR,2012-08,100,150
25713,1458,['1'],RUN,279,PAR,2012-08,180,150
25301,1584,['1'],CPH,788,PAR,2012-08,52,150
24949,1274,['1'],PRG,375,PAR,2012-08,163,150
24886,1563,['1'],IST,414,PAR,2012-08,95,150
24432,1596,['1'],AGP,174,PAR,2012-08,4,150
24057,1514,['1'],DUB,182,PAR,2012-08,64,150
23683,1281,['1'],VIE,488,PAR,2012-08,222,150
23213,1394,['0'],BIQ,19,PAR,2012-08,24,150
19988,1197,['1'],MUC,163,PAR,2012-08,130,150
19292,1253,['1'],VLC,54,PAR,2012-08,223,150
19087,1157,['1'],STO,446,PAR,2012-08,207,150
19003,1259,['1'],ZRH,97,PAR,2012-08,231,150
18948,1078,['1'],BKK,1142,PAR,2012-08,26,150
18417,1105,['1'],FRA,149,PAR,2012-08,75,150
17509,1019,['1'],GVA,43,PAR,2012-08,82,150
17366,1013,['1'],DJE,273,PAR,2012-08,60,150
17272,902,['1'],NAP,682,PAR,2012-08,133,150
17179,1027,['1'],OSL,266,PAR,2012-08,148,150
16934,964,['0'],TLN,12,PAR,2012-08,213,150
16801,933,['0'],MPL,49,PAR,2012-08,125,150
16527,997,['1'],DXB,487,PAR,2012-08,66,150
16287,872,['1'],SVQ,136,PAR,2012-08,210,150
64041,3792,['0'],NYC,819,BOS,2011-08,137,33
55101,2884,['0'],WAS,471,BOS,2011-08,224,33
44621,2657,['0'],CHI,1295,BOS,2011-08,46,33
43175,2293,['0'],SFO,2920,BOS,2011-08,193,33
39469,2148,['0'],ORL,996,BOS,2011-08,145,33
37209,2367,['0'],LAX,2604,BOS,2011-08,100,33
32103,2096,['0'],ATL,582,BOS,2011-08,10,33
30797,1797,['0'],BWI,364,BOS,2011-08,40,33
28112,1741,['0'],FLL,496,BOS,2011-08,71,33
22817,1436,['0'],DEN,1920,BOS,2011-08,58,33
22325,1205,['1'],LON,1282,BOS,2011-08,106,33
21011,1275,['0'],DFW,994,BOS,2011-08,59,33
19683,1105,['0'],PHL,233,BOS,2011-08,156,33
18312,991,['0'],TPA,746,BOS,2011-08,216,33
16852,1077,['0'],MSP,1343,BOS,2011-08,128,33
16810,1012,['0'],LAS,1878,BOS,2011-08,99,33
16277,897,['0'],SEA,1770,BOS,2011-08,191,33
15641,874,['1'],YTO,463,BOS,2011-08,228,33
15568,811,['0'],RDU,535,BOS,2011-08,174,33
15545,870,['0'],CLT,619,BOS,2011-08,50,33
15356,775,['0'],PBI,196,BOS,2011-08,151,33
13933,697,['0'],PHX,1336,BOS,2011-08,157,33
13767,808,['0'],PIT,299,BOS,2011-08,158,33
13439,819,['0'],SAN,1647,BOS,2011-08,183,33
13075,719,['0'],MIA,310,BOS,2011-08,118,33
13028,717,['0'],HOU,867,BOS,2011-08,90,33
12869,833,['0'],FMY,231,BOS,2011-08,73,33
12534,807,['1'],SJU,321,BOS,2011-08,199,33
11127,740,['0'],DTT,961,BOS,2011-08,63,33
10190,586,['0'],BUF,159,BOS,2011-08,37,33
8896,505,['0'],MKE,218,BOS,2011-08,121,33
8579,441,['1'],PAR,1261,BOS,2011-08,150,33
7989,433,['0'],STL,1013,BOS,2011-08,206,33
7258,414,['1'],CUN,344,BOS,2011-08,53,33
7096,425,['0'],AUS,648,BOS,2011-08,12,33
6934,385,['0'],RIC,146,BOS,2011-08,176,33
6761,347,['0'],PDX,1192,BOS,2011-08,152,33
6630,403,['0'],LGB,90,BOS,2011-08,102,33
6495,412,['0'],MKC,804,BOS,2011-08,120,33
6414,324,['0'],JAX,272,BOS,2011-08,96,33
6285,352,['1'],SDQ,170,BOS,2011-08,190,33
6207,359,['1'],MEX,510,BOS,2011-08,116,33
6010,359,['0'],MSY,535,BOS,2011-08,129,33
6003,372,['0'],CVG,386,BOS,2011-08,55,33
5804,327,['1'],TYO,1443,BOS,2011-08,219,33
5734,335,['1'],DUB,574,BOS,2011-08,64,33
5674,342,['0'],SLC,1575,BOS,2011-08,200,33
5603,343,['0'],MYR,93,BOS,2011-08,132,33
5430,340,['0'],IND,508,BOS,2011-08,94,33
5315,308,['1'],FRA,794,BOS,2011-08,75,33
138130,7670,['0'],NYC,3784,CHI,2011-08,137,46
62264,3475,['0'],LAX,2059,CHI,2011-08,100,46
55155,2964,['0'],WAS,1383,CHI,2011-08,224,46
53456,3211,['0'],ORL,634,CHI,2011-08,145,46
52498,2720,['0'],LAS,1152,CHI,2011-08,99,46
50113,2801,['0'],DEN,1594,CHI,2011-08,58,46
49118,3124,['0'],MSP,825,CHI,2011-08,128,46
46779,2762,['0'],PHX,1670,CHI,2011-08,157,46
45883,2669,['0'],BOS,1738,CHI,2011-08,33,46
45238,2959,['0'],ATL,426,CHI,2011-08,10,46
44765,2328,['0'],DFW,1378,CHI,2011-08,59,46
43255,2299,['0'],SFO,1268,CHI,2011-08,193,46
39960,2071,['0'],PHL,1343,CHI,2011-08,156,46
35566,2261,['0'],HOU,1379,CHI,2011-08,90,46
31878,1599,['0'],FLL,605,CHI,2011-08,71,46
29454,1727,['0'],TPA,595,CHI,2011-08,216,46
29225,1594,['0'],BWI,592,CHI,2011-08,40,46
27815,1540,['0'],MKC,351,CHI,2011-08,120,46
26946,1795,['0'],SEA,1527,CHI,2011-08,191,46
25853,1568,['0'],DTT,692,CHI,2011-08,63,46
25651,1473,['0'],STL,202,CHI,2011-08,206,46
25197,1465,['0'],SAN,854,CHI,2011-08,183,46
24192,1534,['1'],YTO,625,CHI,2011-08,228,46
23869,1473,['1'],LON,1337,CHI,2011-08,106,46
22560,1252,['0'],MIA,638,CHI,2011-08,118,46
21550,1269,['0'],CLE,347,CHI,2011-08,48,46
21167,1204,['0'],FMY,368,CHI,2011-08,73,46
21129,1106,['0'],BNA,255,CHI,2011-08,29,46
20475,1271,['0'],CMH,189,CHI,2011-08,51,46
18847,997,['0'],PIT,614,CHI,2011-08,158,46
17582,1044,['0'],RDU,597,CHI,2011-08,174,46
17133,996,['1'],MEX,415,CHI,2011-08,116,46
15687,940,['0'],CLT,505,CHI,2011-08,50,46
15105,796,['0'],SNA,952,CHI,2011-08,201,46
14720,959,['0'],OMA,196,CHI,2011-08,140,46
14068,740,['1'],CUN,785,CHI,2011-08,53,46
14053,823,['1'],GDL,282,CHI,2011-08,78,46
13952,703,['0'],AUS,395,CHI,2011-08,12,46
13882,878,['0'],HFD,343,CHI,2011-08,87,46
12779,717,['0'],SLC,842,CHI,2011-08,200,46
12696,710,['0'],PDX,823,CHI,2011-08,152,46
12630,817,['0'],MSY,560,CHI,2011-08,129,46
12048,608,['0'],SAT,418,CHI,2011-08,186,46
11862,740,['0'],BUF,242,CHI,2011-08,37,46
11720,687,['1'],YMQ,791,CHI,2011-08,227,46
11471,667,['1'],PAR,1201,CHI,2011-08,150,46
10822,697,['1'],DUB,973,CHI,2011-08,64,46
10426,522,['0'],SDF,131,CHI,2011-08,189,46
10253,645,['1'],SJU,393,CHI,2011-08,199,46
10084,525,['1'],FRA,1181,CHI,2011-08,75,46
92628,4976,['0'],NYC,2032,ATL,2011-08,137,10
48987,2992,['0'],WAS,461,ATL,2011-08,224,10
46868,2858,['0'],CHI,573,ATL,2011-08,46,10
40024,2227,['0'],DFW,433,ATL,2011-08,59,10
33523,1812,['0'],FLL,67,ATL,2011-08,71,10
32127,2132,['0'],BOS,836,ATL,2011-08,33,10
31986,1671,['0'],LAX,975,ATL,2011-08,100,10
30753,1689,['0'],PHL,531,ATL,2011-08,156,10
26558,1697,['0'],BWI,290,ATL,2011-08,40,10
24966,1313,['0'],ORL,219,ATL,2011-08,145,10
24266,1539,['0'],HOU,374,ATL,2011-08,90,10
23494,1321,['0'],DEN,898,ATL,2011-08,58,10
23417,1401,['0'],LAS,1079,ATL,2011-08,99,10
20760,1360,['0'],SFO,1068,ATL,2011-08,193,10
20689,1155,['0'],MIA,51,ATL,2011-08,118,10
20132,1305,['0'],DTT,420,ATL,2011-08,63,10
20087,1270,['0'],TPA,86,ATL,2011-08,216,10
19953,1112,['0'],MSP,594,ATL,2011-08,128,10
17308,949,['0'],PHX,1305,ATL,2011-08,157,10
16080,921,['0'],RDU,89,ATL,2011-08,174,10
13059,803,['0'],CLT,115,ATL,2011-08,50,10
12759,641,['0'],SEA,680,ATL,2011-08,191,10
12589,731,['0'],MSY,113,ATL,2011-08,129,10
12338,723,['1'],LON,879,ATL,2011-08,106,10
12259,669,['0'],MKC,162,ATL,2011-08,120,10
12110,649,['0'],STL,460,ATL,2011-08,206,10
12035,682,['0'],PIT,185,ATL,2011-08,158,10
11274,680,['0'],PBI,33,ATL,2011-08,151,10
10995,683,['0'],MKE,179,ATL,2011-08,121,10
10730,630,['0'],RIC,93,ATL,2011-08,176,10
10646,558,['0'],JAX,33,ATL,2011-08,96,10
10463,565,['0'],MEM,96,ATL,2011-08,115,10
10303,598,['0'],SAT,169,ATL,2011-08,186,10
10188,557,['0'],IND,140,ATL,2011-08,94,10
9338,609,['0'],SLC,1348,ATL,2011-08,200,10
8792,571,['0'],HPN,96,ATL,2011-08,91,10
8691,468,['0'],CMH,196,ATL,2011-08,51,10
8529,439,['0'],SAN,843,ATL,2011-08,183,10
7970,484,['1'],SJU,103,ATL,2011-08,199,10
7693,487,['0'],PHF,74,ATL,2011-08,155,10
7621,410,['0'],BUF,134,ATL,2011-08,37,10
7548,425,['0'],DAY,165,ATL,2011-08,56,10
6719,433,['1'],CUN,201,ATL,2011-08,53,10
6651,397,['0'],AUS,542,ATL,2011-08,12,10
6561,329,['0'],CHS,11,ATL,2011-08,47,10
6441,390,['0'],CAK,75,ATL,2011-08,42,10
6377,372,['0'],CLE,134,ATL,2011-08,48,10
6299,385,['0'],FMY,44,ATL,2011-08,73,10
6111,314,['1'],PAR,886,ATL,2011-08,150,10
6081,312,['0'],FNT,82,ATL,2011-08,74,10
78032,4202,['0'],NYC,2351,MIA,2011-08,137,118
26056,1382,['1'],CCS,449,MIA,2011-08,44,118
22592,1358,['1'],BUE,1247,MIA,2011-08,36,118
21470,1134,['0'],CHI,866,MIA,2011-08,46,118
20578,1175,['0'],ATL,126,MIA,2011-08,10,118
18531,1219,['0'],LAX,981,MIA,2011-08,100,118
18500,1227,['0'],WAS,394,MIA,2011-08,224,118
17124,859,['1'],MEX,197,MIA,2011-08,116,118
15987,878,['1'],PAP,66,MIA,2011-08,149,118
15679,930,['1'],LON,1490,MIA,2011-08,106,118
15121,926,['1'],PAR,1346,MIA,2011-08,150,118
14603,944,['1'],SAO,1549,MIA,2011-08,184,118
13232,835,['0'],BOS,824,MIA,2011-08,33,118
12492,743,['1'],SJU,39,MIA,2011-08,199,118
12444,825,['1'],SDQ,81,MIA,2011-08,190,118
11075,554,['1'],CUN,56,MIA,2011-08,53,118
10959,724,['0'],SFO,661,MIA,2011-08,193,118
10658,630,['0'],DFW,364,MIA,2011-08,59,118
10405,603,['1'],NAS,74,MIA,2011-08,134,118
10394,533,['1'],LIM,911,MIA,2011-08,104,118
9817,593,['0'],PHL,414,MIA,2011-08,156,118
8885,458,['0'],ORL,205,MIA,2011-08,145,118
8719,530,['1'],CUR,33,MIA,2011-08,54,118
8462,479,['1'],PUJ,191,MIA,2011-08,169,118
7778,464,['1'],BOG,212,MIA,2011-08,31,118
7701,452,['1'],PTY,154,MIA,2011-08,167,118
7650,445,['1'],UIO,371,MIA,2011-08,220,118
7539,447,['1'],POS,40,MIA,2011-08,162,118
7446,466,['1'],ROM,1543,MIA,2011-08,179,118
7359,455,['0'],HOU,249,MIA,2011-08,90,118
7270,436,['0'],MSP,325,MIA,2011-08,128,118
7188,412,['1'],SJO,253,MIA,2011-08,198,118
7154,474,['1'],YTO,625,MIA,2011-08,228,118
7092,391,['1'],MGA,85,MIA,2011-08,117,118
7058,440,['0'],LAS,343,MIA,2011-08,99,118
6985,434,['1'],MAD,783,MIA,2011-08,108,118
6944,399,['0'],BWI,159,MIA,2011-08,40,118
6933,358,['1'],MIL,2528,MIA,2011-08,119,118
6224,397,['0'],CLT,318,MIA,2011-08,50,118
6197,387,['0'],TPA,60,MIA,2011-08,216,118
6159,323,['0'],DTT,214,MIA,2011-08,63,118
6099,342,['1'],RIO,938,MIA,2011-08,177,118
5753,373,['1'],AUA,47,MIA,2011-08,11,118
5652,349,['0'],DEN,553,MIA,2011-08,58,118
5425,313,['1'],SAP,64,MIA,2011-08,185,118
5410,324,['1'],YMQ,562,MIA,2011-08,227,118
5279,288,['1'],SAL,113,MIA,2011-08,182,118
5155,263,['1'],CLO,266,MIA,2011-08,49,118
5143,292,['1'],ZRH,871,MIA,2011-08,231,118
5111,259,['1'],BGI,21,MIA,2011-08,20,118
108657,7114,['0'],NYC,5895,SFO,2011-08,137,193
77990,4076,['0'],LAX,1001,SFO,2011-08,100,193
52825,2845,['0'],LAS,1048,SFO,2011-08,99,193
47625,2645,['0'],SAN,575,SFO,2011-08,183,193
45815,2522,['0'],BOS,2166,SFO,2011-08,33,193
43417,2298,['0'],CHI,1444,SFO,2011-08,46,193
39688,2055,['0'],SEA,628,SFO,2011-08,191,193
37985,2131,['0'],WAS,2192,SFO,2011-08,224,193
29267,1777,['0'],DEN,1070,SFO,2011-08,58,193
27164,1456,['1'],LON,2400,SFO,2011-08,106,193
23487,1358,['0'],HNL,1323,SFO,2011-08,89,193
21364,1334,['0'],SNA,205,SFO,2011-08,201,193
20922,1164,['0'],DFW,1065,SFO,2011-08,59,193
20556,1284,['0'],ATL,1474,SFO,2011-08,10,193
20312,1328,['0'],MSP,2221,SFO,2011-08,128,193
20302,1332,['0'],PHX,758,SFO,2011-08,157,193
16547,851,['1'],PAR,1826,SFO,2011-08,150,193
16137,990,['0'],PHL,2523,SFO,2011-08,156,193
15024,831,['1'],TYO,2074,SFO,2011-08,219,193
14049,778,['0'],PDX,234,SFO,2011-08,152,193
13457,748,['0'],HOU,1326,SFO,2011-08,90,193
13042,685,['1'],YTO,1810,SFO,2011-08,228,193
12786,642,['1'],SEL,1418,SFO,2011-08,192,193
12457,826,['1'],HKG,745,SFO,2011-08,88,193
12402,624,['0'],DTT,2028,SFO,2011-08,63,193
12214,673,['1'],YVR,791,SFO,2011-08,229,193
12129,661,['1'],FRA,1413,SFO,2011-08,75,193
11242,605,['0'],LGB,4,SFO,2011-08,102,193
10600,614,['0'],MIA,708,SFO,2011-08,118,193
10211,671,['0'],OGG,687,SFO,2011-08,139,193
9489,539,['1'],MNL,507,SFO,2011-08,123,193
9264,484,['0'],AUS,756,SFO,2011-08,12,193
9051,532,['0'],BWI,1088,SFO,2011-08,40,193
8996,575,['0'],SLC,926,SFO,2011-08,200,193
8718,558,['0'],ORL,1118,SFO,2011-08,145,193
8565,462,['1'],TPE,1063,SFO,2011-08,217,193
8524,529,['0'],FLL,544,SFO,2011-08,71,193
8287,441,['1'],AMS,946,SFO,2011-08,8,193
8073,429,['0'],CLT,1017,SFO,2011-08,50,193
7920,498,['0'],MKE,636,SFO,2011-08,121,193
7441,483,['1'],MEX,437,SFO,2011-08,116,193
6937,381,['1'],SJD,577,SFO,2011-08,197,193
6300,419,['0'],STL,1201,SFO,2011-08,206,193
6189,343,['0'],RDU,975,SFO,2011-08,174,193
6162,402,['0'],CLE,1425,SFO,2011-08,48,193
6154,352,['0'],PIT,1163,SFO,2011-08,158,193
6112,329,['1'],YMQ,587,SFO,2011-08,227,193
6072,372,['1'],SHA,1616,SFO,2011-08,194,193
5901,350,['1'],BJS,938,SFO,2011-08,25,193
5836,324,['0'],LIH,771,SFO,2011-08,103,193
93737,4759,['1'],DUB,803,LON,2011-08,64,106
92587,6074,['1'],PMI,863,LON,2011-08,160,106
80557,4913,['1'],MIL,570,LON,2011-08,119,106
78784,4515,['1'],NYC,2675,LON,2011-08,137,106
77197,4492,['1'],AMS,302,LON,2011-08,8,106
77061,4875,['0'],EDI,448,LON,2011-08,68,106
76135,4000,['1'],ALC,530,LON,2011-08,6,106
73783,4494,['0'],BFS,153,LON,2011-08,19,106
72309,3813,['1'],BCN,362,LON,2011-08,14,106
71914,3700,['1'],AGP,790,LON,2011-08,4,106
69678,3888,['1'],MAD,406,LON,2011-08,108,106
68159,3551,['1'],STO,620,LON,2011-08,207,106
64503,3658,['1'],ROM,575,LON,2011-08,179,106
63439,3364,['1'],FAO,597,LON,2011-08,69,106
62829,3833,['1'],CPH,414,LON,2011-08,52,106
61186,3230,['1'],GVA,331,LON,2011-08,82,106
58188,3025,['1'],NCE,196,LON,2011-08,135,106
58022,3521,['0'],GLA,342,LON,2011-08,79,106
56033,3008,['1'],IBZ,723,LON,2011-08,93,106
55251,3158,['1'],PAR,175,LON,2011-08,150,106
52422,3095,['1'],BER,484,LON,2011-08,16,106
48542,2837,['1'],HKG,733,LON,2011-08,88,106
48237,2961,['1'],OSL,287,LON,2011-08,148,106
48086,2803,['1'],ZRH,432,LON,2011-08,231,106
47783,2621,['1'],FRA,277,LON,2011-08,75,106
47511,3044,['1'],MUC,389,LON,2011-08,130,106
46580,2346,['1'],LCA,516,LON,2011-08,101,106
45811,2553,['1'],ATH,590,LON,2011-08,9,106
42505,2585,['1'],LIS,369,LON,2011-08,105,106
42483,2353,['1'],DLM,582,LON,2011-08,61,106
41987,2205,['1'],DXB,518,LON,2011-08,66,106
41896,2600,['1'],LAX,2458,LON,2011-08,100,106
40495,2077,['1'],DUS,105,LON,2011-08,65,106
38831,2285,['1'],BKK,849,LON,2011-08,26,106
35816,2363,['1'],TLV,869,LON,2011-08,215,106
34195,1941,['1'],YTO,1742,LON,2011-08,228,106
33182,2186,['1'],PSA,133,LON,2011-08,164,106
31859,1955,['1'],TCI,380,LON,2011-08,212,106
31706,1671,['1'],MOW,895,LON,2011-08,124,106
31118,1855,['1'],HAM,275,LON,2011-08,84,106
30549,1844,['1'],VIE,733,LON,2011-08,222,106
29473,1501,['1'],IST,424,LON,2011-08,95,106
29414,1619,['1'],SFO,3193,LON,2011-08,193,106
29262,1851,['1'],ORL,1041,LON,2011-08,145,106
29208,1938,['1'],PRG,329,LON,2011-08,163,106
29146,1509,['1'],VCE,341,LON,2011-08,221,106
29066,1464,['1'],MAH,297,LON,2011-08,109,106
28503,1450,['0'],ABZ,203,LON,2011-08,1,106
28486,1473,['1'],MLA,247,LON,2011-08,122,106
28297,1586,['1'],TYO,1240,LON,2011-08,219,106
93751,5956,['0'],NCE,139,PAR,2011-08,135,150
58565,2957,['1'],MAD,388,PAR,2011-08,108,150
56320,3520,['0'],TLS,107,PAR,2011-08,214,150
55581,3666,['1'],LON,179,PAR,2011-08,106,150
49797,3112,['1'],ROM,447,PAR,2011-08,179,150
48921,2472,['1'],BCN,449,PAR,2011-08,14,150
48268,2696,['1'],NYC,2696,PAR,2011-08,137,150
43215,2704,['1'],OPO,179,PAR,2011-08,142,150
42578,2726,['1'],PTP,953,PAR,2011-08,166,150
41602,2554,['0'],AJA,129,PAR,2011-08,5,150
40930,2715,['1'],LIS,623,PAR,2011-08,105,150
37672,2506,['1'],ALG,108,PAR,2011-08,7,150
37097,2336,['1'],FDF,270,PAR,2011-08,70,150
36941,2092,['1'],MIL,326,PAR,2011-08,119,150
35685,2056,['1'],YMQ,890,PAR,2011-08,227,150
34693,1975,['0'],BOD,102,PAR,2011-08,30,150
34459,2038,['1'],TLV,686,PAR,2011-08,215,150
29017,1906,['1'],ATH,610,PAR,2011-08,9,150
28785,1604,['0'],BIA,57,PAR,2011-08,23,150
28366,1782,['1'],BER,291,PAR,2011-08,16,150
25680,1699,['1'],RUN,225,PAR,2011-08,180,150
25550,1517,['0'],MRS,170,PAR,2011-08,126,150
25258,1293,['1'],DUB,138,PAR,2011-08,64,150
22651,1204,['1'],CAS,204,PAR,2011-08,43,150
22581,1459,['0'],BIQ,8,PAR,2011-08,24,150
22504,1372,['1'],AGP,149,PAR,2011-08,4,150
22036,1373,['1'],RAK,102,PAR,2011-08,172,150
21787,1326,['1'],TUN,246,PAR,2011-08,218,150
21680,1149,['0'],MPL,49,PAR,2011-08,125,150
21554,1432,['1'],LAX,2046,PAR,2011-08,100,150
21405,1317,['1'],VCE,309,PAR,2011-08,221,150
19728,1123,['1'],STO,362,PAR,2011-08,207,150
19076,1183,['1'],IST,583,PAR,2011-08,95,150
18950,1246,['0'],TLN,8,PAR,2011-08,213,150
18799,1008,['0'],FSC,62,PAR,2011-08,76,150
18346,1029,['1'],PRG,334,PAR,2011-08,163,150
18278,1042,['1'],BKK,962,PAR,2011-08,26,150
18215,926,['1'],CPH,337,PAR,2011-08,52,150
17705,1180,['1'],MOW,1140,PAR,2011-08,124,150
17687,920,['1'],VIE,366,PAR,2011-08,222,150
16664,948,['1'],VLC,64,PAR,2011-08,223,150
15699,946,['1'],TYO,1216,PAR,2011-08,219,150
15560,1010,['1'],PSA,120,PAR,2011-08,164,150
15196,888,['1'],OSL,345,PAR,2011-08,148,150
14429,871,['1'],BEY,381,PAR,2011-08,18,150
