travelers,Cost,international,destination,flights,Origin,Date,destination_code,Origin_code
29044,1681,['0'],DTT,158,CHI,2013-08,63,46
28364,1647,['0'],MKC,225,CHI,2013-08,120,46
27897,1775,['0'],SAN,584,CHI,2013-08,183,46
27379,1690,['1'],YTO,1076,CHI,2013-08,228,46
25465,1305,['0'],STL,218,CHI,2013-08,206,46
22943,1455,['0'],MIA,394,CHI,2013-08,118,46
22780,1249,['0'],BNA,271,CHI,2013-08,29,46
22405,1241,['1'],LON,1465,CHI,2013-08,106,46
21658,1192,['0'],CMH,65,CHI,2013-08,51,46
21385,1266,['0'],CLE,144,CHI,2013-08,48,46
19885,1288,['0'],FMY,282,CHI,2013-08,73,46
19561,1238,['0'],PIT,122,CHI,2013-08,158,46
18654,1203,['0'],RDU,441,CHI,2013-08,174,46
18382,1152,['0'],CLT,382,CHI,2013-08,50,46
17465,1155,['1'],MEX,306,CHI,2013-08,116,46
16613,978,['0'],SNA,346,CHI,2013-08,201,46
15341,1010,['0'],OMA,107,CHI,2013-08,140,46
14719,850,['0'],PDX,631,CHI,2013-08,152,46
14502,931,['0'],AUS,434,CHI,2013-08,12,46
13811,760,['0'],HFD,255,CHI,2013-08,87,46
13708,841,['1'],CUN,545,CHI,2013-08,53,46
13095,873,['0'],SLC,529,CHI,2013-08,200,46
12865,760,['0'],MSY,386,CHI,2013-08,129,46
12368,669,['0'],SAT,372,CHI,2013-08,186,46
12169,692,['0'],BUF,250,CHI,2013-08,37,46
10821,693,['0'],SDF,62,CHI,2013-08,189,46
10809,682,['0'],OAK,234,CHI,2013-08,138,46
10542,620,['1'],TYO,1275,CHI,2013-08,219,46
10285,553,['1'],SJU,482,CHI,2013-08,199,46
9801,635,['0'],PVD,240,CHI,2013-08,170,46
9714,595,['0'],SJC,364,CHI,2013-08,196,46
9640,487,['0'],JAX,300,CHI,2013-08,96,46
104367,6693,['0'],NYC,893,ATL,2013-08,137,10
50948,2743,['0'],CHI,451,ATL,2013-08,46,10
50850,2976,['0'],WAS,378,ATL,2013-08,224,10
41911,2465,['0'],DFW,486,ATL,2013-08,59,10
35516,1834,['0'],BOS,464,ATL,2013-08,33,10
35300,2128,['0'],FLL,122,ATL,2013-08,71,10
35289,2218,['0'],LAX,1175,ATL,2013-08,100,10
33732,1802,['0'],PHL,253,ATL,2013-08,156,10
28006,1431,['0'],BWI,352,ATL,2013-08,40,10
27169,1590,['0'],ORL,177,ATL,2013-08,145,10
25728,1543,['0'],HOU,242,ATL,2013-08,90,10
25297,1670,['0'],SFO,537,ATL,2013-08,193,10
24926,1293,['0'],DEN,571,ATL,2013-08,58,10
23381,1535,['0'],LAS,473,ATL,2013-08,99,10
21724,1439,['0'],TPA,113,ATL,2013-08,216,10
21603,1297,['0'],DTT,450,ATL,2013-08,63,10
21089,1243,['0'],MSP,641,ATL,2013-08,128,10
20978,1135,['0'],MIA,74,ATL,2013-08,118,10
17019,1063,['0'],SEA,569,ATL,2013-08,191,10
16732,1093,['0'],RDU,57,ATL,2013-08,174,10
15690,867,['0'],PHX,575,ATL,2013-08,157,10
13580,761,['0'],MKC,403,ATL,2013-08,120,10
13352,720,['0'],PIT,245,ATL,2013-08,158,10
13113,864,['0'],STL,338,ATL,2013-08,206,10
12994,650,['0'],CLT,110,ATL,2013-08,50,10
12831,838,['0'],MSY,202,ATL,2013-08,129,10
12328,770,['0'],MKE,211,ATL,2013-08,121,10
12007,683,['0'],JAX,37,ATL,2013-08,96,10
11598,589,['0'],RIC,65,ATL,2013-08,176,10
11153,626,['0'],IND,175,ATL,2013-08,94,10
10684,621,['1'],SJU,192,ATL,2013-08,199,10
10641,694,['1'],LON,943,ATL,2013-08,106,10
10507,627,['0'],MEM,234,ATL,2013-08,115,10
10288,556,['0'],SAN,473,ATL,2013-08,183,10
9995,659,['0'],SAT,265,ATL,2013-08,186,10
9842,656,['0'],PBI,33,ATL,2013-08,151,10
9022,462,['0'],BUF,219,ATL,2013-08,37,10
8974,467,['0'],DAY,114,ATL,2013-08,56,10
8777,529,['0'],SLC,585,ATL,2013-08,200,10
8583,533,['0'],HPN,32,ATL,2013-08,91,10
8439,434,['1'],CUN,269,ATL,2013-08,53,10
8363,449,['1'],YTO,595,ATL,2013-08,228,10
7791,474,['0'],AUS,299,ATL,2013-08,12,10
7774,501,['0'],CMH,251,ATL,2013-08,51,10
7594,416,['1'],PAR,663,ATL,2013-08,150,10
7474,490,['0'],ORF,170,ATL,2013-08,143,10
7280,385,['0'],CAK,89,ATL,2013-08,42,10
7215,376,['0'],FMY,106,ATL,2013-08,73,10
6816,367,['0'],PNS,60,ATL,2013-08,161,10
6692,365,['0'],HFD,203,ATL,2013-08,87,10
79392,4933,['0'],NYC,564,MIA,2013-08,137,118
27625,1508,['1'],BUE,894,MIA,2013-08,36,118
27406,1787,['1'],CCS,313,MIA,2013-08,44,118
22460,1495,['0'],WAS,221,MIA,2013-08,224,118
21659,1207,['0'],CHI,397,MIA,2013-08,46,118
20116,1132,['1'],MEX,188,MIA,2013-08,116,118
19985,1211,['0'],ATL,107,MIA,2013-08,10,118
19615,1152,['0'],LAX,264,MIA,2013-08,100,118
18754,980,['1'],LON,1189,MIA,2013-08,106,118
16598,931,['1'],SAO,1069,MIA,2013-08,184,118
15692,919,['1'],SJU,32,MIA,2013-08,199,118
14530,780,['1'],BOG,311,MIA,2013-08,31,118
13911,880,['1'],PAR,1089,MIA,2013-08,150,118
13799,909,['0'],BOS,407,MIA,2013-08,33,118
12848,844,['1'],PAP,155,MIA,2013-08,149,118
12160,643,['1'],YTO,523,MIA,2013-08,228,118
11609,655,['0'],PHL,105,MIA,2013-08,156,118
11529,591,['1'],SDQ,58,MIA,2013-08,190,118
11242,707,['1'],NAS,33,MIA,2013-08,134,118
11012,676,['0'],DFW,151,MIA,2013-08,59,118
10186,561,['1'],LIM,543,MIA,2013-08,104,118
9919,559,['0'],SFO,389,MIA,2013-08,193,118
9583,495,['1'],CUN,4,MIA,2013-08,53,118
8744,556,['1'],RIO,392,MIA,2013-08,177,118
8393,439,['1'],PUJ,118,MIA,2013-08,169,118
8194,480,['1'],YMQ,571,MIA,2013-08,227,118
8177,461,['1'],CUR,119,MIA,2013-08,54,118
8095,493,['1'],MGA,82,MIA,2013-08,117,118
7895,400,['0'],HOU,96,MIA,2013-08,90,118
7765,476,['1'],SCL,437,MIA,2013-08,188,118
7612,489,['0'],LAS,165,MIA,2013-08,99,118
7375,464,['0'],DTT,127,MIA,2013-08,63,118
7277,435,['1'],PTY,79,MIA,2013-08,167,118
7214,456,['0'],MSP,312,MIA,2013-08,128,118
7025,412,['0'],BWI,97,MIA,2013-08,40,118
6868,372,['1'],UIO,393,MIA,2013-08,220,118
6843,428,['1'],KIN,4,MIA,2013-08,98,118
6826,373,['0'],ORL,18,MIA,2013-08,145,118
6573,349,['1'],GCM,61,MIA,2013-08,77,118
6456,429,['1'],MAO,50,MIA,2013-08,111,118
6393,342,['1'],ROM,1374,MIA,2013-08,179,118
6326,350,['1'],MAD,735,MIA,2013-08,108,118
6145,369,['1'],SJO,150,MIA,2013-08,198,118
6013,362,['1'],CLO,384,MIA,2013-08,49,118
5780,370,['1'],MDE,264,MIA,2013-08,114,118
5594,289,['0'],DEN,261,MIA,2013-08,58,118
5493,297,['0'],CLT,71,MIA,2013-08,50,118
5470,350,['0'],RDU,32,MIA,2013-08,174,118
5077,311,['1'],MBJ,11,MIA,2013-08,113,118
5067,284,['1'],BZE,11,MIA,2013-08,41,118
120274,6505,['0'],NYC,2538,SFO,2013-08,137,193
87929,5681,['0'],LAX,620,SFO,2013-08,100,193
55828,3084,['0'],SAN,208,SFO,2013-08,183,193
55354,2999,['0'],BOS,1661,SFO,2013-08,33,193
52306,3007,['0'],LAS,644,SFO,2013-08,99,193
48860,3032,['0'],CHI,957,SFO,2013-08,46,193
44600,2369,['0'],WAS,963,SFO,2013-08,224,193
44318,2361,['0'],SEA,392,SFO,2013-08,191,193
32187,2116,['1'],LON,2488,SFO,2013-08,106,193
31112,1828,['0'],DEN,724,SFO,2013-08,58,193
29631,1687,['0'],DFW,606,SFO,2013-08,59,193
27618,1531,['0'],SNA,164,SFO,2013-08,201,193
25545,1324,['0'],ATL,819,SFO,2013-08,10,193
24824,1349,['0'],HNL,866,SFO,2013-08,89,193
24184,1492,['0'],MSP,764,SFO,2013-08,128,193
21524,1385,['0'],PHL,927,SFO,2013-08,156,193
20758,1123,['1'],PAR,1599,SFO,2013-08,150,193
19590,1130,['0'],PHX,888,SFO,2013-08,157,193
19461,1022,['1'],TYO,2139,SFO,2013-08,219,193
19223,1220,['0'],PDX,280,SFO,2013-08,152,193
17560,1014,['1'],HKG,921,SFO,2013-08,88,193
16724,894,['0'],HOU,763,SFO,2013-08,90,193
16069,1047,['1'],SEL,1696,SFO,2013-08,192,193
15433,1028,['1'],YVR,828,SFO,2013-08,229,193
15377,840,['0'],DTT,906,SFO,2013-08,63,193
14078,802,['0'],AUS,482,SFO,2013-08,12,193
13588,795,['1'],FRA,1036,SFO,2013-08,75,193
13574,734,['0'],FLL,530,SFO,2013-08,71,193
13513,731,['1'],YTO,1710,SFO,2013-08,228,193
11450,699,['0'],LGB,4,SFO,2013-08,102,193
11305,623,['1'],TPE,1061,SFO,2013-08,217,193
10345,556,['0'],MIA,382,SFO,2013-08,118,193
10283,649,['0'],BWI,610,SFO,2013-08,40,193
9828,560,['0'],ORL,1369,SFO,2013-08,145,193
9540,554,['0'],OGG,464,SFO,2013-08,139,193
9532,624,['0'],SLC,535,SFO,2013-08,200,193
9365,486,['1'],MNL,473,SFO,2013-08,123,193
8942,552,['0'],CLT,651,SFO,2013-08,50,193
7952,464,['1'],SJD,300,SFO,2013-08,197,193
7922,420,['0'],RDU,694,SFO,2013-08,174,193
7915,402,['0'],STL,799,SFO,2013-08,206,193
7738,462,['0'],MKE,305,SFO,2013-08,121,193
7537,476,['1'],AMS,715,SFO,2013-08,8,193
7503,470,['1'],MEX,347,SFO,2013-08,116,193
7387,411,['1'],YYC,345,SFO,2013-08,230,193
7384,383,['1'],SHA,1418,SFO,2013-08,194,193
7346,470,['0'],CLE,433,SFO,2013-08,48,193
7306,367,['0'],PIT,632,SFO,2013-08,158,193
7110,442,['0'],MSY,658,SFO,2013-08,129,193
6522,385,['0'],MKC,643,SFO,2013-08,120,193
138155,8937,['1'],DUB,592,LON,2013-08,64,106
105803,6378,['1'],NYC,2088,LON,2013-08,137,106
102323,5958,['1'],PMI,863,LON,2013-08,160,106
101799,5408,['1'],BCN,801,LON,2013-08,14,106
100553,5428,['1'],AMS,499,LON,2013-08,8,106
98887,5370,['1'],AGP,712,LON,2013-08,4,106
90410,5835,['0'],EDI,228,LON,2013-08,68,106
80005,4493,['1'],MIL,503,LON,2013-08,119,106
77124,5053,['1'],FAO,527,LON,2013-08,69,106
73707,4338,['1'],ROM,576,LON,2013-08,179,106
72111,4800,['0'],BFS,278,LON,2013-08,19,106
69403,4433,['1'],NCE,302,LON,2013-08,135,106
69397,4381,['1'],GVA,226,LON,2013-08,82,106
66192,3638,['1'],ALC,466,LON,2013-08,6,106
61398,3818,['0'],GLA,214,LON,2013-08,79,106
61072,3742,['1'],IBZ,628,LON,2013-08,93,106
60760,3348,['1'],MAD,335,LON,2013-08,108,106
60674,3046,['1'],DXB,511,LON,2013-08,66,106
56708,3520,['1'],STO,515,LON,2013-08,207,106
54825,3064,['1'],BER,564,LON,2013-08,16,106
53723,3431,['1'],CPH,463,LON,2013-08,52,106
53183,3148,['1'],PAR,265,LON,2013-08,150,106
52349,3242,['1'],ZRH,349,LON,2013-08,231,106
51545,3128,['1'],FRA,175,LON,2013-08,75,106
51202,3185,['1'],OSL,409,LON,2013-08,148,106
49680,2728,['1'],DLM,442,LON,2013-08,61,106
47055,2433,['1'],LAX,2447,LON,2013-08,100,106
44064,2580,['1'],ORL,1064,LON,2013-08,145,106
43172,2853,['1'],VCE,369,LON,2013-08,221,106
41072,2598,['1'],MUC,380,LON,2013-08,130,106
40329,2060,['1'],PSA,168,LON,2013-08,164,106
39904,2085,['1'],LIS,456,LON,2013-08,105,106
39861,2263,['1'],MOW,656,LON,2013-08,124,106
39857,2101,['1'],BUD,365,LON,2013-08,35,106
37831,2215,['1'],HKG,834,LON,2013-08,88,106
36426,2082,['0'],ABZ,184,LON,2013-08,1,106
36245,2305,['1'],DUS,125,LON,2013-08,65,106
36136,2387,['1'],TCI,452,LON,2013-08,212,106
34255,2122,['1'],TLV,607,LON,2013-08,215,106
33843,1830,['1'],IST,375,LON,2013-08,95,106
33655,1775,['1'],SFO,2733,LON,2013-08,193,106
33013,1962,['1'],YTO,1601,LON,2013-08,228,106
31760,1893,['1'],ATH,424,LON,2013-08,9,106
30855,1732,['1'],WAW,354,LON,2013-08,225,106
30674,1916,['1'],MAH,275,LON,2013-08,109,106
29556,1530,['1'],PRG,270,LON,2013-08,163,106
27840,1849,['1'],TYO,1248,LON,2013-08,219,106
27421,1583,['1'],BKK,1065,LON,2013-08,26,106
27085,1658,['1'],MLA,418,LON,2013-08,122,106
26911,1693,['1'],VIE,659,LON,2013-08,222,106
94837,5514,['0'],NCE,264,PAR,2013-08,135,150
92826,5892,['1'],BCN,473,PAR,2013-08,14,150
70682,4054,['1'],ROM,575,PAR,2013-08,179,150
66062,3660,['0'],TLS,169,PAR,2013-08,214,150
61502,3987,['1'],NYC,2283,PAR,2013-08,137,150
59576,3002,['1'],LIS,744,PAR,2013-08,105,150
59108,3060,['1'],ALG,374,PAR,2013-08,7,150
56887,3749,['1'],OPO,468,PAR,2013-08,142,150
49959,2926,['1'],LON,242,PAR,2013-08,106,150
49357,2938,['1'],MAD,376,PAR,2013-08,108,150
46948,2887,['1'],PTP,349,PAR,2013-08,166,150
43944,2296,['0'],MRS,152,PAR,2013-08,126,150
40571,2611,['1'],FDF,532,PAR,2013-08,70,150
40468,2166,['1'],YMQ,875,PAR,2013-08,227,150
39746,2161,['1'],TUN,346,PAR,2013-08,218,150
38881,2068,['1'],MIL,437,PAR,2013-08,119,150
38131,1960,['0'],AJA,107,PAR,2013-08,5,150
38121,2272,['1'],CAS,457,PAR,2013-08,43,150
37862,1910,['1'],ATH,581,PAR,2013-08,9,150
37847,2068,['1'],TLV,1357,PAR,2013-08,215,150
36208,2045,['1'],BER,258,PAR,2013-08,16,150
35927,2265,['1'],VCE,354,PAR,2013-08,221,150
35489,1941,['0'],BOD,102,PAR,2013-08,30,150
32493,2027,['1'],MOW,1082,PAR,2013-08,124,150
32077,2043,['0'],BIA,65,PAR,2013-08,23,150
31478,1665,['1'],RAK,315,PAR,2013-08,172,150
29056,1524,['1'],RUN,89,PAR,2013-08,180,150
28923,1776,['1'],TYO,1387,PAR,2013-08,219,150
25931,1568,['1'],CPH,383,PAR,2013-08,52,150
25479,1328,['1'],LAX,1602,PAR,2013-08,100,150
25435,1619,['1'],DUB,145,PAR,2013-08,64,150
25368,1378,['1'],IST,778,PAR,2013-08,95,150
24745,1593,['1'],STO,508,PAR,2013-08,207,150
23648,1516,['1'],AGP,297,PAR,2013-08,4,150
23535,1494,['1'],PRG,361,PAR,2013-08,163,150
23368,1550,['0'],BIQ,15,PAR,2013-08,24,150
23055,1326,['1'],MUC,255,PAR,2013-08,130,150
22952,1393,['1'],VIE,421,PAR,2013-08,222,150
21674,1308,['1'],FRA,146,PAR,2013-08,75,150
19635,1216,['1'],BKK,1059,PAR,2013-08,26,150
19103,1019,['1'],GVA,50,PAR,2013-08,82,150
19076,1080,['1'],AMS,211,PAR,2013-08,8,150
18867,1257,['1'],DXB,605,PAR,2013-08,66,150
18618,947,['1'],NAP,628,PAR,2013-08,133,150
18112,1050,['1'],VLC,168,PAR,2013-08,223,150
18056,919,['0'],FSC,72,PAR,2013-08,76,150
17989,1052,['1'],SFO,1166,PAR,2013-08,193,150
17866,1131,['1'],OSL,364,PAR,2013-08,148,150
17569,1079,['1'],DJE,289,PAR,2013-08,60,150
17377,990,['1'],BUH,423,PAR,2013-08,38,150
66089,4055,['0'],NYC,405,BOS,2012-08,137,33
55838,2857,['0'],WAS,465,BOS,2012-08,224,33
54469,3184,['0'],SFO,1169,BOS,2012-08,193,33
45489,2563,['0'],CHI,680,BOS,2012-08,46,33
39260,2451,['0'],LAX,1431,BOS,2012-08,100,33
35622,1824,['0'],ATL,396,BOS,2012-08,10,33
34895,2025,['0'],ORL,501,BOS,2012-08,145,33
29730,1679,['0'],BWI,324,BOS,2012-08,40,33
29727,1899,['1'],LON,836,BOS,2012-08,106,33
27942,1449,['0'],FLL,344,BOS,2012-08,71,33
24764,1289,['0'],DEN,849,BOS,2012-08,58,33
19878,1252,['0'],DFW,603,BOS,2012-08,59,33
18201,1003,['1'],YTO,488,BOS,2012-08,228,33
18036,938,['0'],CLT,473,BOS,2012-08,50,33
17989,1157,['0'],PHL,204,BOS,2012-08,156,33
17844,983,['0'],TPA,362,BOS,2012-08,216,33
16901,900,['0'],SEA,1306,BOS,2012-08,191,33
16747,1041,['0'],MSP,697,BOS,2012-08,128,33
16010,919,['0'],LAS,876,BOS,2012-08,99,33
15696,959,['0'],RDU,292,BOS,2012-08,174,33
14148,770,['0'],SAN,865,BOS,2012-08,183,33
13552,742,['0'],FMY,219,BOS,2012-08,73,33
13415,710,['0'],PIT,201,BOS,2012-08,158,33
13404,743,['0'],PBI,184,BOS,2012-08,151,33
12976,729,['0'],MIA,167,BOS,2012-08,118,33
12691,699,['0'],HOU,415,BOS,2012-08,90,33
12415,645,['1'],PAR,1256,BOS,2012-08,150,33
11827,640,['0'],PHX,759,BOS,2012-08,157,33
11692,702,['0'],DTT,400,BOS,2012-08,63,33
11337,705,['1'],SJU,339,BOS,2012-08,199,33
10267,664,['0'],BUF,159,BOS,2012-08,37,33
7717,512,['0'],MKE,266,BOS,2012-08,121,33
7650,452,['0'],STL,424,BOS,2012-08,206,33
7246,427,['0'],PDX,693,BOS,2012-08,152,33
7131,418,['0'],AUS,309,BOS,2012-08,12,33
6932,391,['0'],RIC,128,BOS,2012-08,176,33
6320,380,['1'],CUN,300,BOS,2012-08,53,33
6238,334,['0'],LGB,137,BOS,2012-08,102,33
6192,365,['1'],YMQ,159,BOS,2012-08,227,33
6146,397,['0'],JAX,189,BOS,2012-08,96,33
6112,380,['0'],MSY,362,BOS,2012-08,129,33
6062,355,['0'],MKC,390,BOS,2012-08,120,33
5929,364,['1'],DUB,1029,BOS,2012-08,64,33
5927,381,['0'],CVG,146,BOS,2012-08,55,33
5751,376,['0'],SLC,793,BOS,2012-08,200,33
5597,301,['0'],MYR,107,BOS,2012-08,132,33
5531,320,['1'],SDQ,111,BOS,2012-08,190,33
5365,279,['0'],CLE,238,BOS,2012-08,48,33
5281,317,['1'],TYO,1083,BOS,2012-08,219,33
5039,308,['0'],IND,394,BOS,2012-08,94,33
145425,7353,['0'],NYC,1968,CHI,2012-08,137,46
66015,4091,['0'],LAX,1740,CHI,2012-08,100,46
56671,2914,['0'],WAS,443,CHI,2012-08,224,46
54649,2957,['0'],DEN,1781,CHI,2012-08,58,46
54384,2818,['0'],LAS,1292,CHI,2012-08,99,46
53217,2917,['0'],ORL,716,CHI,2012-08,145,46
52307,2702,['0'],ATL,645,CHI,2012-08,10,46
50612,3138,['0'],MSP,524,CHI,2012-08,128,46
48193,2413,['0'],DFW,1358,CHI,2012-08,59,46
47799,2795,['0'],PHX,1073,CHI,2012-08,157,46
46138,2750,['0'],BOS,720,CHI,2012-08,33,46
46016,2894,['0'],SFO,1534,CHI,2012-08,193,46
42247,2636,['0'],PHL,483,CHI,2012-08,156,46
34702,1946,['0'],HOU,791,CHI,2012-08,90,46
31455,1925,['0'],FLL,489,CHI,2012-08,71,46
31386,2062,['0'],TPA,337,CHI,2012-08,216,46
29346,1627,['0'],BWI,451,CHI,2012-08,40,46
28515,1512,['0'],DTT,499,CHI,2012-08,63,46
28296,1880,['0'],SEA,1229,CHI,2012-08,191,46
28267,1800,['1'],YTO,984,CHI,2012-08,228,46
27609,1701,['0'],MKC,316,CHI,2012-08,120,46
26626,1453,['0'],SAN,848,CHI,2012-08,183,46
24983,1390,['0'],STL,350,CHI,2012-08,206,46
24766,1323,['1'],LON,1447,CHI,2012-08,106,46
22300,1432,['0'],MIA,412,CHI,2012-08,118,46
21802,1442,['0'],BNA,339,CHI,2012-08,29,46
21303,1324,['0'],FMY,262,CHI,2012-08,73,46
21103,1314,['0'],CLE,206,CHI,2012-08,48,46
21045,1130,['0'],CMH,210,CHI,2012-08,51,46
18833,1007,['0'],PIT,380,CHI,2012-08,158,46
18091,987,['0'],RDU,393,CHI,2012-08,174,46
17665,952,['0'],CLT,769,CHI,2012-08,50,46
16899,1037,['0'],SNA,363,CHI,2012-08,201,46
16181,914,['1'],MEX,296,CHI,2012-08,116,46
15075,819,['0'],OMA,188,CHI,2012-08,140,46
14139,761,['0'],AUS,584,CHI,2012-08,12,46
13956,897,['0'],PDX,1108,CHI,2012-08,152,46
13810,777,['0'],HFD,208,CHI,2012-08,87,46
12588,668,['0'],SLC,552,CHI,2012-08,200,46
12092,615,['0'],MSY,406,CHI,2012-08,129,46
11977,719,['0'],SAT,463,CHI,2012-08,186,46
11855,733,['1'],CUN,694,CHI,2012-08,53,46
11728,706,['0'],BUF,233,CHI,2012-08,37,46
10483,540,['0'],SDF,76,CHI,2012-08,189,46
9933,625,['1'],TYO,2304,CHI,2012-08,219,46
9925,511,['1'],FRA,1184,CHI,2012-08,75,46
9910,503,['0'],OAK,420,CHI,2012-08,138,46
9563,599,['0'],SJC,492,CHI,2012-08,196,46
9314,482,['0'],JAX,326,CHI,2012-08,96,46
9216,501,['1'],GDL,286,CHI,2012-08,78,46
109145,7203,['0'],NYC,1093,ATL,2012-08,137,10
52211,2652,['0'],WAS,415,ATL,2012-08,224,10
50744,3164,['0'],CHI,413,ATL,2012-08,46,10
41538,2598,['0'],DFW,396,ATL,2012-08,59,10
37800,2398,['0'],FLL,76,ATL,2012-08,71,10
36465,2100,['0'],BOS,315,ATL,2012-08,33,10
35357,2144,['0'],LAX,953,ATL,2012-08,100,10
33454,2119,['0'],PHL,212,ATL,2012-08,156,10
28222,1693,['0'],ORL,113,ATL,2012-08,145,10
27788,1557,['0'],BWI,299,ATL,2012-08,40,10
25930,1415,['0'],HOU,248,ATL,2012-08,90,10
25466,1376,['0'],DEN,811,ATL,2012-08,58,10
24878,1374,['0'],SFO,723,ATL,2012-08,193,10
23905,1332,['0'],LAS,493,ATL,2012-08,99,10
22347,1335,['0'],TPA,68,ATL,2012-08,216,10
22010,1232,['0'],MIA,61,ATL,2012-08,118,10
21968,1286,['0'],DTT,266,ATL,2012-08,63,10
21109,1154,['0'],MSP,468,ATL,2012-08,128,10
17190,870,['0'],SEA,1036,ATL,2012-08,191,10
16905,996,['0'],RDU,81,ATL,2012-08,174,10
16294,1077,['0'],PHX,828,ATL,2012-08,157,10
13945,884,['0'],MKC,202,ATL,2012-08,120,10
13927,771,['0'],CLT,79,ATL,2012-08,50,10
13546,749,['0'],PIT,241,ATL,2012-08,158,10
13169,784,['0'],MKE,131,ATL,2012-08,121,10
13130,853,['0'],STL,246,ATL,2012-08,206,10
12702,652,['0'],MSY,82,ATL,2012-08,129,10
11846,683,['0'],RIC,79,ATL,2012-08,176,10
11436,586,['0'],JAX,109,ATL,2012-08,96,10
11330,585,['0'],IND,121,ATL,2012-08,94,10
11169,577,['0'],MEM,84,ATL,2012-08,115,10
10604,602,['0'],SAN,697,ATL,2012-08,183,10
9824,500,['0'],HPN,65,ATL,2012-08,91,10
9799,541,['0'],DAY,144,ATL,2012-08,56,10
9730,606,['0'],SAT,127,ATL,2012-08,186,10
9671,557,['0'],PBI,92,ATL,2012-08,151,10
9217,591,['1'],YTO,884,ATL,2012-08,228,10
9081,581,['0'],BUF,171,ATL,2012-08,37,10
8916,469,['0'],SLC,890,ATL,2012-08,200,10
8721,502,['1'],LON,1297,ATL,2012-08,106,10
8186,532,['1'],SJU,231,ATL,2012-08,199,10
7486,385,['0'],CAK,75,ATL,2012-08,42,10
7474,447,['0'],CMH,124,ATL,2012-08,51,10
7168,464,['0'],AUS,271,ATL,2012-08,12,10
7024,445,['0'],ORF,89,ATL,2012-08,143,10
6976,411,['1'],CUN,254,ATL,2012-08,53,10
6770,350,['0'],HFD,171,ATL,2012-08,87,10
6725,415,['0'],CHS,25,ATL,2012-08,47,10
6638,431,['0'],ROC,138,ATL,2012-08,178,10
6633,349,['0'],FMY,67,ATL,2012-08,73,10
79011,5188,['0'],NYC,988,MIA,2012-08,137,118
28199,1860,['1'],CCS,385,MIA,2012-08,44,118
22624,1292,['1'],BUE,1374,MIA,2012-08,36,118
21580,1112,['0'],ATL,51,MIA,2012-08,10,118
21066,1248,['0'],CHI,585,MIA,2012-08,46,118
20710,1234,['0'],WAS,251,MIA,2012-08,224,118
19245,990,['1'],MEX,266,MIA,2012-08,116,118
18940,1066,['0'],LAX,569,MIA,2012-08,100,118
18559,943,['1'],PAP,60,MIA,2012-08,149,118
16394,973,['1'],LON,1449,MIA,2012-08,106,118
16132,951,['1'],SJU,25,MIA,2012-08,199,118
15152,942,['1'],SAO,1407,MIA,2012-08,184,118
14804,797,['1'],PAR,1225,MIA,2012-08,150,118
13623,720,['0'],BOS,241,MIA,2012-08,33,118
12470,747,['1'],SDQ,39,MIA,2012-08,190,118
12103,616,['1'],BOG,470,MIA,2012-08,31,118
11245,675,['1'],YTO,519,MIA,2012-08,228,118
10948,655,['0'],PHL,120,MIA,2012-08,156,118
10732,632,['0'],SFO,402,MIA,2012-08,193,118
10664,553,['0'],DFW,423,MIA,2012-08,59,118
10636,641,['1'],NAS,37,MIA,2012-08,134,118
10162,511,['1'],SJO,161,MIA,2012-08,198,118
10077,547,['1'],CUR,90,MIA,2012-08,54,118
9099,560,['1'],CUN,4,MIA,2012-08,53,118
8861,462,['1'],LIM,1326,MIA,2012-08,104,118
8224,422,['1'],PTY,54,MIA,2012-08,167,118
8126,488,['1'],MGA,71,MIA,2012-08,117,118
7847,436,['0'],HOU,178,MIA,2012-08,90,118
7831,507,['1'],YMQ,685,MIA,2012-08,227,118
7646,450,['0'],ORL,76,MIA,2012-08,145,118
7522,498,['0'],LAS,201,MIA,2012-08,99,118
7325,396,['0'],MSP,263,MIA,2012-08,128,118
7219,475,['0'],BWI,100,MIA,2012-08,40,118
7207,374,['1'],GCM,44,MIA,2012-08,77,118
7022,408,['0'],DTT,244,MIA,2012-08,63,118
6320,373,['1'],MAD,760,MIA,2012-08,108,118
6278,386,['1'],PUJ,256,MIA,2012-08,169,118
6114,368,['1'],MIL,1493,MIA,2012-08,119,118
6080,355,['1'],RIO,706,MIA,2012-08,177,118
5967,380,['1'],UIO,461,MIA,2012-08,220,118
5946,365,['1'],SAL,89,MIA,2012-08,182,118
5824,308,['1'],ROM,1007,MIA,2012-08,179,118
5799,350,['0'],CLT,124,MIA,2012-08,50,118
5404,324,['1'],MAO,78,MIA,2012-08,111,118
5391,299,['0'],DEN,425,MIA,2012-08,58,118
5342,339,['0'],RDU,39,MIA,2012-08,174,118
5282,345,['1'],SCL,878,MIA,2012-08,188,118
5239,286,['1'],ZRH,484,MIA,2012-08,231,118
5228,322,['1'],AUA,120,MIA,2012-08,11,118
5062,332,['1'],MBJ,11,MIA,2012-08,113,118
122273,7211,['0'],NYC,3361,SFO,2012-08,137,193
88448,4943,['0'],LAX,1063,SFO,2012-08,100,193
54011,3357,['0'],SAN,271,SFO,2012-08,183,193
51877,3197,['0'],BOS,1337,SFO,2012-08,33,193
50711,3021,['0'],LAS,1026,SFO,2012-08,99,193
45998,2492,['0'],CHI,1116,SFO,2012-08,46,193
43643,2506,['0'],WAS,1551,SFO,2012-08,224,193
