flights,travelers,international,destination
1557,11450,['1'],TYO,SFO,2015-09
1755,11137,['1'],SEL,SFO,2015-09
364,10864,['1'],DXB,SFO,2015-09
66,10664,['0'],LGB,SFO,2015-09
950,10004,['1'],AMS,SFO,2015-09
1324,9835,['1'],SHA,SFO,2015-09
461,9692,['0'],MIA,SFO,2015-09
1138,8782,['0'],ORL,SFO,2015-09
586,8765,['0'],OGG,SFO,2015-09
684,8761,['0'],BWI,SFO,2015-09
384,8731,['0'],CLT,SFO,2015-09
1310,8650,['1'],DUB,SFO,2015-09
459,8461,['0'],SLC,SFO,2015-09
742,7101,['0'],RDU,SFO,2015-09
1109,6925,['0'],STL,SFO,2015-09
659,6848,['1'],MNL,SFO,2015-09
1033,6791,['1'],ROM,SFO,2015-09
652,6679,['1'],MEX,SFO,2015-09
388,6656,['0'],MKE,SFO,2015-09
496,6065,['0'],CLE,SFO,2015-09
887,6041,['1'],BJS,SFO,2015-09
721,6004,['0'],PIT,SFO,2015-09
335,118341,['1'],DUB,LON,2015-09
2192,112296,['1'],NYC,LON,2015-09
306,108077,['0'],EDI,LON,2015-09
593,96809,['1'],AMS,LON,2015-09
701,89191,['1'],BCN,LON,2015-09
123,78308,['0'],BFS,LON,2015-09
415,77685,['1'],MAD,LON,2015-09
381,76133,['0'],GLA,LON,2015-09
723,73312,['1'],MIL,LON,2015-09
720,72808,['1'],DXB,LON,2015-09
854,69868,['1'],ROM,LON,2015-09
778,68712,['1'],AGP,LON,2015-09
1371,67359,['1'],PMI,LON,2015-09
365,64094,['1'],CPH,LON,2015-09
444,58304,['1'],BER,LON,2015-09
245,57417,['1'],GVA,LON,2015-09
219,53377,['1'],STO,LON,2015-09
742,51799,['1'],FAO,LON,2015-09
543,51067,['1'],ALC,LON,2015-09
431,49733,['1'],NCE,LON,2015-09
356,49350,['1'],PAR,LON,2015-09
286,48388,['1'],MUC,LON,2015-09
378,47169,['1'],ZRH,LON,2015-09
197,46436,['1'],FRA,LON,2015-09
301,44215,['1'],BUD,LON,2015-09
1863,44139,['1'],LAX,LON,2015-09
325,42534,['1'],LIS,LON,2015-09
1161,41782,['1'],IBZ,LON,2015-09
744,40509,['1'],HKG,LON,2015-09
886,39419,['1'],DLM,LON,2015-09
248,37454,['1'],OSL,LON,2015-09
510,37335,['1'],IST,LON,2015-09
586,37179,['1'],VCE,LON,2015-09
1033,36414,['1'],TCI,LON,2015-09
521,32804,['1'],ATH,LON,2015-09
1726,32705,['1'],YTO,LON,2015-09
